Id;Mots;Mots_sans_lastharaKa;Mots_sans_harakat;orientation;force;Score
374;إِبْرَادَةٌ;إِبْرَادَة;إبرادة;Neutre;Median;0.0
375;أَبْرَدَ;أَبْرَد;أبرد;Neutre;Median;0.0
376;بَارِدٌ;بَارِد;بارد;Neutre;Median;0.0
377;بُرَادٌ;بُرَاد;براد;Neutre;Median;0.0
378;بَرَدَ;بَرَد;برد;Neutre;Median;0.0
379;بَرْدَةٌ;بَرْدَة;بردة;Neutre;Median;0.0
380;بِرْدَةٌ;بِرْدَة;بردة;Neutre;Median;0.0
381;بَرَّادٌ;بَرَّاد;براد;Neutre;Median;0.0
382;بَرَّدَ;بَرَّد;برد;Positive;Median;2.0
383;تَبَرَّدَ;تَبَرَّد;تبرد;Positive;Median;2.0
384;تَبَرُّدٌ;تَبَرُّد;تبرد;Neutre;Median;0.0
385;تَبَرُّدَةٌ;تَبَرُّدَة;تبردة;Neutre;Median;0.0
386;تَبْرِيدٌ;تَبْرِيد;تبريد;Positive;Median;2.0
387;تَبْرِيدَةٌ;تَبْرِيدَة;تبريدة;Positive;Low;1.0
388;مَبْرَدٌ;مَبْرَد;مبرد;Neutre;Median;0.0
389;مُبْرَدٌ;مُبْرَد;مبرد;Negative;Low;-1.0
390;مُبْرَدٌ;مُبْرَد;مبرد;Positive;Low;1.0
391;مُبْرِدٌ;مُبْرِد;مبرد;Negative;Low;-1.0
392;مُبَرَّدٌ;مُبَرَّد;مبرد;Positive;High;3.0
393;مُبَرَّدٌ;مُبَرَّد;مبرد;Positive;High;3.0
394;مُبَرِّدٌ;مُبَرِّد;مبرد;Positive;High;3.0
395;مَبْرُودٌ;مَبْرُود;مبرود;Negative;Median;-2.0
396;مُتَبَرَّدٌ;مُتَبَرَّد;متبرد;Positive;Median;2.0
397;مُتَبَرَّدٌ;مُتَبَرَّد;متبرد;Positive;Median;2.0
398;مُتَبَرِّدٌ;مُتَبَرِّد;متبرد;Positive;High;3.0
399;بُرُورٌ;بُرُور;برور;Positive;Median;2.0
400;مُبْتَرٌّ;مُبْتَرّ;مبتر;Negative;High;-3.0
401;بَارِعٌ;بَارِع;بارع;Positive;High;3.0
402;بَرَاعَةٌ;بَرَاعَة;براعة;Positive;High;3.0
403;بَرَّاعٌ;بَرَّاع;براع;Positive;High;3.0
404;بَرُعَ;بَرُع;برع;Positive;Median;2.0
405;بَرْعَةٌ;بَرْعَة;برعة;Neutre;Median;0.0
406;بِرْعَةٌ;بِرْعَة;برعة;Neutre;Median;0.0
407;تَبَرَّعَ;تَبَرَّع;تبرع;Positive;High;3.0
408;تَبَرُّعٌ;تَبَرُّع;تبرع;Positive;Median;2.0
409;تَبَرُّعَةٌ;تَبَرُّعَة;تبرعة;Positive;Low;1.0
410;مَبْرَعٌ;مَبْرَع;مبرع;Neutre;Median;0.0
411;مَبْرُوعٌ;مَبْرُوع;مبروع;Neutre;Median;0.0
412;مُتَبَرَّعٌ;مُتَبَرَّع;متبرع;Positive;High;3.0
413;مُتَبَرِّعٌ;مُتَبَرِّع;متبرع;Positive;High;3.0
414;بَرْقَعَ;بَرْقَع;برقع;Negative;High;-3.0
415;بَرْقَعَةٌ;بَرْقَعَة;برقعة;Neutre;Median;0.0
416;بَرْقَعَةٌ;بَرْقَعَة;برقعة;Negative;Low;-1.0
417;مُبَرْقَعٌ;مُبَرْقَع;مبرقع;Negative;Median;-2.0
418;مُبَرْقَعٌ;مُبَرْقَع;مبرقع;Negative;Median;-2.0
419;مُبَرْقِعٌ;مُبَرْقِع;مبرقع;Negative;High;-3.0
420;إِبْرَامٌ;إِبْرَام;إبرام;Positive;High;3.0
421;إِبْرَامَةٌ;إِبْرَامَة;إبرامة;Positive;Low;1.0
422;أَبْرَمَ;أَبْرَم;أبرم;Positive;Median;2.0
423;مُبْرَمٌ;مُبْرَم;مبرم;Positive;Median;2.0
424;مُبْرَمٌ;مُبْرَم;مبرم;Positive;Median;2.0
425;مُبْرِمٌ;مُبْرِم;مبرم;Positive;Median;2.0
426;بَرْهَنَ;بَرْهَن;برهن;Positive;Median;2.0
427;بَرْهَنَةٌ;بَرْهَنَة;برهنة;Neutre;Median;0.0
428;بَرْهَنَةٌ;بَرْهَنَة;برهنة;Neutre;Median;0.0
429;مُبَرْهَنٌ;مُبَرْهَن;مبرهن;Positive;Median;2.0
430;مُبَرْهَنٌ;مُبَرْهَن;مبرهن;Positive;Median;2.0
431;مُبَرْهِنٌ;مُبَرْهِن;مبرهن;Positive;High;3.0
432;بَاسِطٌ;بَاسِط;باسط;Positive;Median;2.0
433;بِسَاطٌ;بِسَاط;بساط;Neutre;Median;0.0
434;بَسَّاطٌ;بَسَّاط;بساط;Positive;High;3.0
435;بَسَّطَ;بَسَّط;بسط;Positive;High;3.0
436;بَسُطَ;بَسُط;بسط;Positive;Median;2.0
437;بَسْطَةٌ;بَسْطَة;بسطة;Positive;Median;2.0
438;بِسْطَةٌ;بِسْطَة;بسطة;Positive;Low;1.0
439;تَبَسَّطَ;تَبَسَّط;تبسط;Positive;Median;2.0
440;تَبَسُّطٌ;تَبَسُّط;تبسط;Positive;Median;2.0
441;تَبَسُّطَةٌ;تَبَسُّطَة;تبسطة;Positive;Low;1.0
442;تَبْسِيطٌ;تَبْسِيط;تبسيط;Positive;Median;2.0
443;تَبْسِيطَةٌ;تَبْسِيطَة;تبسيطة;Positive;Low;1.0
444;مُبْتَسَطٌ;مُبْتَسَط;مبتسط;Positive;Median;2.0
445;مُبْتَسَطٌ;مُبْتَسَط;مبتسط;Positive;Median;2.0
446;مُبْتَسِطٌ;مُبْتَسِط;مبتسط;Positive;Low;1.0
447;مُبَسَّطٌ;مُبَسَّط;مبسط;Positive;High;3.0
448;مُبَسَّطٌ;مُبَسَّط;مبسط;Positive;High;3.0
449;مُبَسِّطٌ;مُبَسِّط;مبسط;Positive;High;3.0
450;مَبْسَطٌ;مَبْسَط;مبسط;Neutre;Median;0.0
451;مُبْسَطٌ;مُبْسَط;مبسط;Positive;Low;1.0
452;مَبْسُوطٌ;مَبْسُوط;مبسوط;Positive;High;3.0
453;مُتَبَسَّطٌ;مُتَبَسَّط;متبسط;Positive;Median;2.0
454;مُتَبَسَّطٌ;مُتَبَسَّط;متبسط;Positive;Median;2.0
455;مُتَبَسِّطٌ;مُتَبَسِّط;متبسط;Positive;High;3.0
456;مُنْبَسِطٌ;مُنْبَسِط;منبسط;Positive;Median;2.0
457;بَسْمَلَ;بَسْمَل;بسمل;Positive;Median;2.0
458;بَسْمَلَةٌ;بَسْمَلَة;بسملة;Positive;High;3.0
459;بَسْمَلَةٌ;بَسْمَلَة;بسملة;Positive;High;3.0
460;مُبَسْمَلٌ;مُبَسْمَل;مبسمل;Positive;Median;2.0
461;مُبَسْمَلٌ;مُبَسْمَل;مبسمل;Positive;Median;2.0
462;مُبَسْمِلٌ;مُبَسْمِل;مبسمل;Positive;High;3.0
463;بِشْبَاشٌ;بِشْبَاش;بشباش;Negative;Median;-2.0
464;بَشْبَشَ;بَشْبَش;بشبش;Positive;Median;2.0
465;بَشْبَشَةٌ;بَشْبَشَة;بشبشة;Positive;Median;2.0
466;بَشْبَشَةٌ;بَشْبَشَة;بشبشة;Positive;Median;2.0
467;مُبَشْبَشٌ;مُبَشْبَش;مبشبش;Negative;Median;-2.0
468;مُبَشْبَشٌ;مُبَشْبَش;مبشبش;Negative;Median;-2.0
469;مُبَشْبِشٌ;مُبَشْبِش;مبشبش;Positive;High;3.0
470;بَاشِرٌ;بَاشِر;باشر;Positive;High;3.0
471;بَشَارَةٌ;بَشَارَة;بشارة;Positive;High;3.0
472;بَشْرَةٌ;بَشْرَة;بشرة;Neutre;Median;0.0
473;بِشْرَةٌ;بِشْرَة;بشرة;Neutre;Median;0.0
474;بَشَّارٌ;بَشَّار;بشار;Positive;High;3.0
475;بَشِيرٌ;بَشِير;بشير;Positive;High;3.0
476;مَبْشَرٌ;مَبْشَر;مبشر;Positive;Median;2.0
477;بِصْبَاصٌ;بِصْبَاص;بصباص;Positive;Median;2.0
478;بَصْبَصَ;بَصْبَص;بصبص;Positive;Low;1.0
479;بَصْبَصَةٌ;بَصْبَصَة;بصبصة;Positive;Low;1.0
480;بَصْبَصَةٌ;بَصْبَصَة;بصبصة;Neutre;Median;0.0
481;مُبَصْبَصٌ;مُبَصْبَص;مبصبص;Positive;Median;2.0
482;مُبَصْبَصٌ;مُبَصْبَص;مبصبص;Positive;Median;2.0
483;مُبَصْبِصٌ;مُبَصْبِص;مبصبص;Positive;Low;1.0
484;إِبْصَارٌ;إِبْصَار;إبصار;Positive;High;3.0
485;إِبْصَارَةٌ;إِبْصَارَة;إبصارة;Positive;Low;1.0
486;بَاصِرٌ;بَاصِر;باصر;Positive;Median;2.0
487;بَصَارَةٌ;بَصَارَة;بصارة;Positive;Low;1.0
488;بَصُرَ;بَصُر;بصر;Positive;Median;2.0
489;بَصْرَةٌ;بَصْرَة;بصرة;Neutre;Median;0.0
490;بِصْرَةٌ;بِصْرَة;بصرة;Positive;Low;1.0
491;بَصَّارٌ;بَصَّار;بصار;Positive;High;3.0
492;بَصِيرٌ;بَصِير;بصير;Positive;High;3.0
493;مَبْصَرٌ;مَبْصَر;مبصر;Positive;Median;2.0
494;مُبْصَرٌ;مُبْصَر;مبصر;Positive;Median;2.0
495;مُبْصَرٌ;مُبْصَر;مبصر;Positive;Median;2.0
496;مَبْصُورٌ;مَبْصُور;مبصور;Positive;High;3.0
497;أَبْطَأَ;أَبْطَأ;أبطأ;Negative;Median;-2.0
498;إِبْطَاءٌ;إِبْطَاء;إبطاء;Negative;Median;-2.0
499;إِبْطَاءَةٌ;إِبْطَاءَة;إبطاءة;Negative;Low;-1.0
500;بَطُؤَ;بَطُؤ;بطؤ;Negative;High;-3.0
501;بَطْأَةٌ;بَطْأَة;بطأة;Negative;Low;-1.0
502;بِطْأَةٌ;بِطْأَة;بطأة;Negative;Low;-1.0
503;بِطَاءٌ;بِطَاء;بطاء;Negative;High;-3.0
504;بَطِيءٌ;بَطِيء;بطيء;Negative;High;-3.0
505;تَبَاطَأَ;تَبَاطَأ;تباطأ;Negative;High;-3.0
506;تَبَاطُؤٌ;تَبَاطُؤ;تباطؤ;Negative;Median;-2.0
507;تَبَاطُؤَةٌ;تَبَاطُؤَة;تباطؤة;Negative;Low;-1.0
508;تَبَطَّأَ;تَبَطَّأ;تبطأ;Negative;Median;-2.0
509;تَبَطُّؤٌ;تَبَطُّؤ;تبطؤ;Negative;Median;-2.0
510;تَبَطُّؤَةٌ;تَبَطُّؤَة;تبطؤة;Negative;Low;-1.0
511;مَبْطَأٌ;مَبْطَأ;مبطأ;Negative;Median;-2.0
512;مُبْطَأٌ;مُبْطَأ;مبطأ;Negative;Median;-2.0
513;مُبْطَأٌ;مُبْطَأ;مبطأ;Neutre;Median;0.0
514;مُبْطِئٌ;مُبْطِئ;مبطئ;Negative;Median;-2.0
515;مَبْطُوءٌ;مَبْطُوء;مبطوء;Negative;Median;-2.0
516;مُتَبَاطَأٌ;مُتَبَاطَأ;متباطأ;Negative;Median;-2.0
517;مُتَبَاطَأٌ;مُتَبَاطَأ;متباطأ;Negative;Median;-2.0
518;مُتَبَاطِئٌ;مُتَبَاطِئ;متباطئ;Negative;High;-3.0
519;مُتَبَطَّأٌ;مُتَبَطَّأ;متبطأ;Negative;Median;-2.0
520;مُتَبَطَّأٌ;مُتَبَطَّأ;متبطأ;Negative;Median;-2.0
521;مُتَبَطِّئٌ;مُتَبَطِّئ;متبطئ;Negative;High;-3.0
522;بَاعِثٌ;بَاعِث;باعث;Positive;Median;2.0
523;بَعْثٌ;بَعْث;بعث;Neutre;Median;0.0
524;بَعْثَةٌ;بَعْثَة;بعثة;Neutre;Median;0.0
525;بِعْثَةٌ;بِعْثَة;بعثة;Neutre;Median;0.0
526;مَبْعَثٌ;مَبْعَث;مبعث;Positive;Median;2.0
527;مَبْعُوثٌ;مَبْعُوث;مبعوث;Positive;Median;2.0
528;بَعْثَرَ;بَعْثَر;بعثر;Negative;High;-3.0
529;بَعْثَرَةٌ;بَعْثَرَة;بعثرة;Negative;Low;-1.0
530;بَعْثَرَةٌ;بَعْثَرَة;بعثرة;Negative;Low;-1.0
531;مُبَعْثَرٌ;مُبَعْثَر;مبعثر;Negative;Median;-2.0
532;مُبَعْثَرٌ;مُبَعْثَر;مبعثر;Negative;Median;-2.0
533;مُبَعْثِرٌ;مُبَعْثِر;مبعثر;Negative;High;-3.0
534;إِبْعَادٌ;إِبْعَاد;إبعاد;Negative;High;-3.0
535;إِبْعَادَةٌ;إِبْعَادَة;إبعادة;Negative;Low;-1.0
536;أَبْعَدَ;أَبْعَد;أبعد;Negative;High;-3.0
537;اسْتِبْعَادٌ;اسْتِبْعَاد;استبعاد;Negative;Median;-2.0
538;اسْتِبْعَادَةٌ;اسْتِبْعَادَة;استبعادة;Negative;Low;-1.0
539;اِسْتَبْعَدَ;اِسْتَبْعَد;استبعد;Negative;High;-3.0
540;بَاعَدَ;بَاعَد;باعد;Negative;Median;-2.0
541;بِعَادٌ;بِعَاد;بعاد;Negative;Low;-1.0
542;بَعَّدَ;بَعَّد;بعد;Negative;High;-3.0
543;تَبَاعَدَ;تَبَاعَد;تباعد;Negative;Median;-2.0
544;تَبَاعُدٌ;تَبَاعُد;تباعد;Negative;Median;-2.0
545;تَبَاعُدَةٌ;تَبَاعُدَة;تباعدة;Negative;Low;-1.0
546;تَبَعَّدَ;تَبَعَّد;تبعد;Negative;High;-3.0
547;تَبَعُّدٌ;تَبَعُّد;تبعد;Negative;High;-3.0
548;تَبَعُّدَةٌ;تَبَعُّدَة;تبعدة;Negative;Low;-1.0
549;تَبْعِيدٌ;تَبْعِيد;تبعيد;Negative;Median;-2.0
550;تَبْعِيدَةٌ;تَبْعِيدَة;تبعيدة;Negative;High;-3.0
551;مُبَاعَدٌ;مُبَاعَد;مباعد;Negative;Median;-2.0
552;مُبَاعَدٌ;مُبَاعَد;مباعد;Negative;Median;-2.0
553;مُبَاعِدٌ;مُبَاعِد;مباعد;Negative;High;-3.0
554;مُبَاعَدَةٌ;مُبَاعَدَة;مباعدة;Negative;High;-3.0
555;مُبْعَدٌ;مُبْعَد;مبعد;Negative;Median;-2.0
556;مُبْعَدٌ;مُبْعَد;مبعد;Negative;Median;-2.0
557;مُبْعِدٌ;مُبْعِد;مبعد;Negative;Median;-2.0
558;مُبَعَّدٌ;مُبَعَّد;مبعد;Negative;High;-3.0
559;مُبَعَّدٌ;مُبَعَّد;مبعد;Negative;High;-3.0
560;مُبَعِّدٌ;مُبَعِّد;مبعد;Negative;Median;-2.0
561;مُتَبَاعَدٌ;مُتَبَاعَد;متباعد;Negative;Median;-2.0
562;مُتَبَاعَدٌ;مُتَبَاعَد;متباعد;Negative;Median;-2.0
563;مُتَبَاعِدٌ;مُتَبَاعِد;متباعد;Negative;High;-3.0
564;مُتَبَعَّدٌ;مُتَبَعَّد;متبعد;Negative;Median;-2.0
565;مُتَبَعَّدٌ;مُتَبَعَّد;متبعد;Negative;Median;-2.0
566;مُتَبَعِّدٌ;مُتَبَعِّد;متبعد;Negative;Median;-2.0
567;مُسْتَبْعَدٌ;مُسْتَبْعَد;مستبعد;Negative;Median;-2.0
568;مُسْتَبْعَدٌ;مُسْتَبْعَد;مستبعد;Negative;Median;-2.0
569;مُسْتَبْعِدٌ;مُسْتَبْعِد;مستبعد;Negative;High;-3.0
570;إِبْغَاضٌ;إِبْغَاض;إبغاض;Negative;Median;-2.0
571;إِبْغَاضَةٌ;إِبْغَاضَة;إبغاضة;Negative;Low;-1.0
572;أَبْغَضَ;أَبْغَض;أبغض;Negative;High;-3.0
573;بَاغَضَ;بَاغَض;باغض;Negative;Median;-2.0
574;بِغَاضٌ;بِغَاض;بغاض;Negative;Low;-1.0
575;تَبَاغُضٌ;تَبَاغُض;تباغض;Negative;Median;-2.0
576;تَبَاغُضَةٌ;تَبَاغُضَة;تباغضة;Negative;Low;-1.0
577;تَبَغَّضَ;تَبَغَّض;تبغض;Negative;Median;-2.0
578;تَبَغُّضٌ;تَبَغُّض;تبغض;Negative;Median;-2.0
579;تَبَغُّضَةٌ;تَبَغُّضَة;تبغضة;Negative;Low;-1.0
580;مُبَاغَضٌ;مُبَاغَض;مباغض;Negative;Median;-2.0
581;مُبَاغَضٌ;مُبَاغَض;مباغض;Negative;Median;-2.0
582;مُبَاغِضٌ;مُبَاغِض;مباغض;Negative;Low;-1.0
583;مُبَاغَضَةٌ;مُبَاغَضَة;مباغضة;Negative;Low;-1.0
584;مُبْغَضٌ;مُبْغَض;مبغض;Negative;Median;-2.0
585;مُبْغَضٌ;مُبْغَض;مبغض;Negative;Median;-2.0
586;مُبْغِضٌ;مُبْغِض;مبغض;Negative;Median;-2.0
587;مُتَبَاغَضٌ;مُتَبَاغَض;متباغض;Negative;Median;-2.0
588;مُتَبَاغَضٌ;مُتَبَاغَض;متباغض;Negative;Median;-2.0
589;مُتَبَاغِضٌ;مُتَبَاغِض;متباغض;Negative;High;-3.0
590;مُتَبَغَّضٌ;مُتَبَغَّض;متبغض;Negative;Median;-2.0
591;مُتَبَغَّضٌ;مُتَبَغَّض;متبغض;Negative;Median;-2.0
592;مُتَبَغِّضٌ;مُتَبَغِّض;متبغض;Negative;High;-3.0
593;بَاقِيَةٌ;بَاقِيَة;باقية;Positive;Median;2.0
594;مَبْقِيٌّ;مَبْقِيّ;مبقي;Positive;Median;2.0
595;بَالِدٌ;بَالِد;بالد;Negative;Low;-1.0
596;بَلَادَةٌ;بَلَادَة;بلادة;Negative;High;-3.0
597;بَلُدَ;بَلُد;بلد;Negative;Median;-2.0
598;بَلْدَةٌ;بَلْدَة;بلدة;Neutre;Median;0.0
599;مَبْلَدٌ;مَبْلَد;مبلد;Negative;Low;-1.0
600;مَبْلُودٌ;مَبْلُود;مبلود;Negative;Low;-1.0
601;بَلْسَمَ;بَلْسَم;بلسم;Positive;Median;2.0
602;بَلْسَمَةٌ;بَلْسَمَة;بلسمة;Positive;High;3.0
603;بَلْسَمَةٌ;بَلْسَمَة;بلسمة;Positive;High;3.0
604;تَبَلْسَمَ;تَبَلْسَم;تبلسم;Negative;Median;-2.0
605;تَبَلْسُمٌ;تَبَلْسُم;تبلسم;Neutre;Median;0.0
606;تَبَلْسُمَةٌ;تَبَلْسُمَة;تبلسمة;Negative;Low;-1.0
607;مُبَلْسَمٌ;مُبَلْسَم;مبلسم;Positive;Median;2.0
608;مُبَلْسَمٌ;مُبَلْسَم;مبلسم;Positive;Median;2.0
609;مُبَلْسِمٌ;مُبَلْسِم;مبلسم;Positive;High;3.0
610;بَلَاغٌ;بَلَاغ;بلاغ;Neutre;Median;0.0
611;بَلْغَةٌ;بَلْغَة;بلغة;Neutre;Median;0.0
612;تَبَالَغَ;تَبَالَغ;تبالغ;Negative;Median;-2.0
613;تَبَالُغٌ;تَبَالُغ;تبالغ;Negative;Median;-2.0
614;تَبَالُغَةٌ;تَبَالُغَة;تبالغة;Negative;Low;-1.0
615;مُبَالَغٌ;مُبَالَغ;مبالغ;Negative;High;-3.0
616;مَبْلَغٌ;مَبْلَغ;مبلغ;Neutre;Median;0.0
617;مُتَبَالَغٌ;مُتَبَالَغ;متبالغ;Negative;Median;-2.0
618;مُتَبَالَغٌ;مُتَبَالَغ;متبالغ;Negative;Median;-2.0
619;مُتَبَالِغٌ;مُتَبَالِغ;متبالغ;Negative;Median;-2.0
620;مُتَبَلَّغٌ;مُتَبَلَّغ;متبلغ;Positive;Median;2.0
621;تَبَلَّلَ;تَبَلَّل;تبلل;Negative;High;-3.0
622;تَبَلُّلٌ;تَبَلُّل;تبلل;Negative;Median;-2.0
623;تَبَلُّلَةٌ;تَبَلُّلَة;تبللة;Negative;Low;-1.0
624;مُتَبَلَّلٌ;مُتَبَلَّل;متبلل;Negative;Median;-2.0
625;مُتَبَلَّلٌ;مُتَبَلَّل;متبلل;Negative;Median;-2.0
626;مُتَبَلِّلٌ;مُتَبَلِّل;متبلل;Negative;High;-3.0
627;بَهَتٌ;بَهَت;بهت;Negative;Median;-2.0
628;بَهْتٌ;بَهْت;بهت;Negative;Low;-1.0
629;تَبَاهَتَ;تَبَاهَت;تباهت;Negative;Median;-2.0
630;تَبَاهُتٌ;تَبَاهُت;تباهت;Negative;Median;-2.0
631;تَبَاهُتَةٌ;تَبَاهُتَة;تباهتة;Negative;Low;-1.0
632;مُتَبَاهَتٌ;مُتَبَاهَت;متباهت;Negative;Median;-2.0
633;مُتَبَاهَتٌ;مُتَبَاهَت;متباهت;Negative;Median;-2.0
634;مُتَبَاهِتٌ;مُتَبَاهِت;متباهت;Negative;High;-3.0
635;بَهْتَرَ;بَهْتَر;بهتر;Negative;High;-3.0
636;بَهْتَرَةٌ;بَهْتَرَة;بهترة;Negative;Median;-2.0
637;بَهْتَرَةٌ;بَهْتَرَة;بهترة;Negative;Median;-2.0
638;مُبَهْتَرٌ;مُبَهْتَر;مبهتر;Negative;Median;-2.0
639;مُبَهْتَرٌ;مُبَهْتَر;مبهتر;Negative;Median;-2.0
640;مُبَهْتِرٌ;مُبَهْتِر;مبهتر;Negative;High;-3.0
641;بَهَاجَةٌ;بَهَاجَة;بهاجة;Positive;Median;2.0
642;بَهْجَةٌ;بَهْجَة;بهجة;Positive;High;3.0
643;بِهْجَةٌ;بِهْجَة;بهجة;Positive;Low;1.0
644;بَهَّاجٌ;بَهَّاج;بهاج;Positive;High;3.0
645;بَهِيجٌ;بَهِيج;بهيج;Positive;High;3.0
646;مَبْهَجٌ;مَبْهَج;مبهج;Positive;Low;1.0
647;مَبْهُوجٌ;مَبْهُوج;مبهوج;Positive;Median;2.0
648;بَهْدَلَ;بَهْدَل;بهدل;Negative;High;-3.0
649;بَهْدَلَةٌ;بَهْدَلَة;بهدلة;Negative;Median;-2.0
650;بَهْدَلَةٌ;بَهْدَلَة;بهدلة;Neutre;Median;0.0
651;مُبَهْدَلٌ;مُبَهْدَل;مبهدل;Negative;Median;-2.0
652;مُبَهْدَلٌ;مُبَهْدَل;مبهدل;Negative;Median;-2.0
653;مُبَهْدِلٌ;مُبَهْدِل;مبهدل;Negative;Median;-2.0
654;ابْتِهَارٌ;ابْتِهَار;ابتهار;Negative;Median;-2.0
655;ابْتِهَارَةٌ;ابْتِهَارَة;ابتهارة;Negative;Low;-1.0
656;اِبْتَهَرَ;اِبْتَهَر;ابتهر;Negative;Median;-2.0
657;انْبِهَارٌ;انْبِهَار;انبهار;Positive;High;3.0
658;انْبِهَارَةٌ;انْبِهَارَة;انبهارة;Positive;Low;1.0
659;اِنْبَهَرَ;اِنْبَهَر;انبهر;Positive;High;3.0
660;بَاهِرٌ;بَاهِر;باهر;Positive;High;3.0
661;بَهَرَ;بَهَر;بهر;Positive;Median;2.0
662;بَهْرٌ;بَهْر;بهر;Positive;Low;1.0
663;بَهْرَةٌ;بَهْرَة;بهرة;Positive;Low;1.0
664;بِهْرَةٌ;بِهْرَة;بهرة;Positive;Low;1.0
665;بَهَّارٌ;بَهَّار;بهار;Positive;High;3.0
